"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Rbbp6",1.27043420827196e-18,0.308896063819733,0.281,0.116,1.89713940321252e-14,"9","Rbbp6"
"Rab141",2.26256331419018e-18,0.345598979225679,0.54,0.294,3.37868579708019e-14,"9","Rab14"
"Srm",2.33449974291347e-18,0.311346007359555,0.296,0.125,3.48610846609268e-14,"9","Srm"
"Rtn43",2.98450836187369e-18,0.407609821452379,0.436,0.222,4.45676633678598e-14,"9","Rtn4"
"Rpl73",3.33264530620266e-18,0.332975742111969,0.878,0.756,4.97663923575243e-14,"9","Rpl7"
"Rtn15",3.35080962630797e-18,0.37612154463206,0.881,0.739,5.00376401496569e-14,"9","Rtn1"
"Serinc13",3.88997334758414e-18,0.346724009574864,0.334,0.151,5.80889719994739e-14,"9","Serinc1"
"Slc25a52",4.22889332186008e-18,0.409418586738196,0.815,0.613,6.31500639753365e-14,"9","Slc25a5"
"Cadm22",4.59658506618494e-18,0.382890781490473,0.266,0.11,6.86408047933396e-14,"9","Cadm2"
"Snrnp702",5.36638825381719e-18,0.35570566720887,0.313,0.14,8.01362757942521e-14,"9","Snrnp70"
"Cldnd11",8.2185396000412e-18,0.349484281694209,0.349,0.162,1.22727451847415e-13,"9","Cldnd1"
"Nop561",9.26157779063129e-18,0.308739357009924,0.293,0.124,1.38303141147497e-13,"9","Nop56"
"Emc71",9.91468425881991e-18,0.309477863632833,0.37,0.174,1.48055980036958e-13,"9","Emc7"
"Anp32b2",1.28147686770736e-17,0.345445801059741,0.43,0.216,1.9136294065474e-13,"9","Anp32b"
"Ssr41",1.39661574755489e-17,0.340197244207882,0.49,0.258,2.08556629582372e-13,"9","Ssr4"
"H3f3a5",1.54216742000677e-17,0.295411758488223,0.812,0.622,2.30291860829611e-13,"9","H3f3a"
"Ssb3",1.75513001609293e-17,0.315137342504848,0.445,0.224,2.62093565303157e-13,"9","Ssb"
"Set2",1.9105695691265e-17,0.396429869358585,0.696,0.453,2.8530535375766e-13,"9","Set"
"Hnrnpu2",2.73597141057111e-17,0.297189173965157,0.391,0.188,4.08562610740584e-13,"9","Hnrnpu"
"Rsl24d1",2.95179482808702e-17,0.296991523156392,0.263,0.108,4.40791521678234e-13,"9","Rsl24d1"
"Pura2",3.08098786874004e-17,0.325432014164685,0.319,0.144,4.60083918438951e-13,"9","Pura"
"Tra2b3",3.1213861835034e-17,0.329107223977405,0.409,0.202,4.66116598782563e-13,"9","Tra2b"
"Sqle1",3.44487856181428e-17,0.293650018061252,0.287,0.122,5.14423715635727e-13,"9","Sqle"
"Sys11",3.54169206175592e-17,0.327398943680118,0.382,0.184,5.28880875582012e-13,"9","Sys1"
"Ssrp11",4.15450404913719e-17,0.276048372552671,0.269,0.112,6.20392089657657e-13,"9","Ssrp1"
"Hnrnpf4",5.57852878857842e-17,0.324775144944788,0.478,0.253,8.33041703998416e-13,"9","Hnrnpf"
"Hnrnpa2b13",5.94602539198358e-17,0.377449373328821,0.699,0.447,8.87919971784909e-13,"9","Hnrnpa2b1"
"Cct51",6.62475836203655e-17,0.364822607121895,0.513,0.289,9.89275166202918e-13,"9","Cct5"
"Stip1",7.12726434046112e-17,0.277588936360683,0.26,0.107,1.06431438396106e-12,"9","Stip1"
"Rpl81",8.92975767472151e-17,0.295419672825269,0.919,0.847,1.33348071356616e-12,"9","Rpl8"
"Pcbp22",9.14365745717192e-17,0.352350259031451,0.558,0.318,1.36542236807948e-12,"9","Pcbp2"
"Klhl51",9.41004436355189e-17,0.311712896189216,0.272,0.116,1.4052019248092e-12,"9","Klhl5"
"Ube3a2",1.25056764780781e-16,0.301746129277681,0.337,0.157,1.8674726684714e-12,"9","Ube3a"
"Gm37642",1.33821014414193e-16,0.336398707137451,0.37,0.182,1.99834920824714e-12,"9","Gm3764"
"Pa2g41",1.45089556291805e-16,0.325302836811515,0.31,0.14,2.16662234410553e-12,"9","Pa2g4"
"Ncor12",1.61619251205551e-16,0.346173839879987,0.385,0.192,2.4134602782525e-12,"9","Ncor1"
"Srsf54",1.81635884397754e-16,0.299363801192582,0.382,0.187,2.71236866171167e-12,"9","Srsf5"
"Aplp14",1.95324186530783e-16,0.582348757456149,0.46,0.275,2.91677607746418e-12,"9","Aplp1"
"Ergic33",2.07865784106298e-16,0.294376327126868,0.421,0.212,3.10405975405935e-12,"9","Ergic3"
"Cd472",2.23238765878738e-16,0.299771482437641,0.301,0.136,3.3336244908672e-12,"9","Cd47"
"Lbh",2.29867081719756e-16,0.327303387530808,0.272,0.117,3.43260513132112e-12,"9","Lbh"
"Rbmxl11",2.76892278459941e-16,0.292926090550815,0.275,0.119,4.13483239424229e-12,"9","Rbmxl1"
"Emc41",3.26441535737048e-16,0.269139743538688,0.358,0.168,4.87475145316133e-12,"9","Emc4"
"Npdc12",3.81690330008461e-16,0.302057492954417,0.445,0.229,5.69978169801635e-12,"9","Npdc1"
"Srsf103",5.06559469842506e-16,0.308081638882424,0.34,0.162,7.56445256315815e-12,"9","Srsf10"
"Tmbim64",5.09287987627922e-16,0.33274859336381,0.582,0.334,7.60519751924776e-12,"9","Tmbim6"
"Gnb2l11",6.18064224938162e-16,0.390256941769275,0.672,0.441,9.22955307100157e-12,"9","Gnb2l1"
"Gspt11",7.23846956266591e-16,0.295985775232638,0.293,0.132,1.0809206597929e-11,"9","Gspt1"
"Rpl43",7.94703930921815e-16,0.310932199931979,0.922,0.799,1.18673138004555e-11,"9","Rpl4"
"Mbd32",1.04938290906882e-15,0.310377743537196,0.451,0.237,1.56704349811247e-11,"9","Mbd3"
"Fkbp42",1.28253233319605e-15,0.332977076610745,0.376,0.189,1.91520553316166e-11,"9","Fkbp4"
"Actb7",1.3436415280493e-15,0.349744640488979,0.997,0.98,2.00645989383602e-11,"9","Actb"
"Dlgap12",1.41560525422549e-15,0.336725678541066,0.26,0.113,2.11392332613492e-11,"9","Dlgap1"
"Selt",1.49594242871273e-15,0.305392906488707,0.319,0.15,2.23389082879672e-11,"9","Selt"
"Ap2a1",1.54090279016178e-15,0.357415201398559,0.275,0.123,2.30103013654858e-11,"9","Ap2a1"
"Atrx5",1.99070774054631e-15,0.317447353182953,0.325,0.157,2.97272386895781e-11,"9","Atrx"
"Sar1b",2.00577431474695e-15,0.332131476204682,0.406,0.211,2.99522278421163e-11,"9","Sar1b"
"Eif3g1",2.34141034548111e-15,0.33513339469613,0.421,0.222,3.49642806890695e-11,"9","Eif3g"
"Metap21",2.64425336810817e-15,0.319513937270284,0.519,0.291,3.94866355459593e-11,"9","Metap2"
"Bpgm",3.4364945928983e-15,0.276197431358628,0.29,0.129,5.13171737557504e-11,"9","Bpgm"
"Aimp1",3.48170665746118e-15,0.283626553577571,0.349,0.169,5.19923255158678e-11,"9","Aimp1"
"Hsp90ab12",4.05442832549157e-15,0.269320580027912,0.922,0.783,6.05447781845656e-11,"9","Hsp90ab1"
"Luc7l33",4.38640802315044e-15,0.332299478679266,0.275,0.126,6.55022310097056e-11,"9","Luc7l3"
"Rpl7a2",5.25034941407261e-15,0.314501543065215,0.806,0.63,7.84034678003462e-11,"9","Rpl7a"
"Tmem167",5.52421915521994e-15,0.368045372284283,0.433,0.235,8.24931646448993e-11,"9","Tmem167"
"Hnrnpl1",6.46207241422664e-15,0.305032019960198,0.475,0.26,9.64981273616465e-11,"9","Hnrnpl"
"App3",6.71893051863721e-15,0.332497534667289,0.346,0.174,1.00333789434809e-10,"9","App"
"Rps31",6.80840405447895e-15,0.257579153541714,0.94,0.884,1.01669897745534e-10,"9","Rps3"
"Cnbp2",7.33258530892652e-15,0.347958176257569,0.525,0.305,1.094974964182e-10,"9","Cnbp"
"Hnrnpdl4",7.94257860508295e-15,0.258627678294526,0.379,0.189,1.18606526309704e-10,"9","Hnrnpdl"
"Ran1",8.89831582467374e-15,0.35050271244753,0.657,0.428,1.32878550209853e-10,"9","Ran"
"Atp6v0b3",1.04796336457772e-14,0.33157222287828,0.564,0.343,1.56492369232391e-10,"9","Atp6v0b"
"Rer1",1.23600091915469e-14,0.274237228660074,0.319,0.152,1.8457201725737e-10,"9","Rer1"
"Caprin11",1.27113093732168e-14,0.280298064678848,0.31,0.147,1.89817982870247e-10,"9","Caprin1"
"Blmh",1.58519187969814e-14,0.255062611962472,0.275,0.124,2.36716703395323e-10,"9","Blmh"
"Tpr3",1.59252069578117e-14,0.25924212363233,0.319,0.153,2.37811115501002e-10,"9","Tpr"
"Suclg1",1.72535817685927e-14,0.296872610089664,0.361,0.181,2.57647736550395e-10,"9","Suclg1"
"Srp54b",2.02845282141525e-14,0.269318316395644,0.307,0.145,3.02908859821939e-10,"9","Srp54b"
"Myef24",2.07163784434841e-14,0.383605691427875,0.391,0.211,3.09357679296548e-10,"9","Myef2"
"Mgll1",2.11447941546192e-14,0.264117016507315,0.281,0.128,3.15755211110928e-10,"9","Mgll"
"Fbl",2.16943422876201e-14,0.254900713579396,0.319,0.152,3.23961613381032e-10,"9","Fbl"
"Rplp02",2.27994770665412e-14,0.274958465374255,0.973,0.946,3.4046459103466e-10,"9","Rplp0"
"Ncald",2.39541413983369e-14,0.32901810966122,0.433,0.234,3.57707193501364e-10,"9","Ncald"
"Prpf191",2.62778786510888e-14,0.251927485814376,0.31,0.147,3.92407561896709e-10,"9","Prpf19"
"Mettl92",2.77816356551108e-14,0.287622841351913,0.418,0.222,4.1486316523777e-10,"9","Mettl9"
"Tkt1",3.32618525856159e-14,0.302134780119846,0.427,0.226,4.96699244661003e-10,"9","Tkt"
"Ddah11",3.78193340986453e-14,0.374751451861413,0.469,0.274,5.6475611609507e-10,"9","Ddah1"
"Naca3",4.0705885042592e-14,0.279776594663307,0.863,0.702,6.07860981341027e-10,"9","Naca"
"Ppp2ca",4.3633281115817e-14,0.328063452766491,0.558,0.344,6.51575786902496e-10,"9","Ppp2ca"
"Pgp",4.47914503597678e-14,0.276654869078475,0.427,0.225,6.68870728222413e-10,"9","Pgp"
"Matr33",4.92547383906098e-14,0.298386386462629,0.451,0.248,7.35521008386977e-10,"9","Matr3"
"Ptp4a21",5.00111607599798e-14,0.264129994925187,0.394,0.202,7.46816663628779e-10,"9","Ptp4a2"
"Rbm34",5.28614255763898e-14,0.30064115566669,0.681,0.468,7.89379668132228e-10,"9","Rbm3"
"Snrpd12",5.45236748356525e-14,0.333172097982328,0.552,0.332,8.14202036320798e-10,"9","Snrpd1"
"Nono2",7.54091038955495e-14,0.262498003040582,0.328,0.161,1.12608414847224e-09,"9","Nono"
"Sf3b62",8.60000809213311e-14,0.323667235205118,0.475,0.272,1.28423920839824e-09,"9","Sf3b6"
"Selk1",8.61420938282415e-14,0.325417036929508,0.791,0.606,1.28635988713713e-09,"9","Selk"
"Rap1a1",9.18639036416234e-14,0.358750145109462,0.319,0.163,1.37180367308036e-09,"9","Rap1a"
"Cdc42se2",9.32222572861167e-14,0.264279544390428,0.251,0.112,1.39208796805358e-09,"9","Cdc42se2"
"Ckb4",1.1541155073219e-13,0.361750172935829,0.946,0.826,1.72344068708379e-09,"9","Ckb"
"Ldha1",1.3620693103677e-13,0.379063529891916,0.609,0.398,2.03397810117208e-09,"9","Ldha"
"Cct41",1.4568852839665e-13,0.273319110193668,0.385,0.198,2.17556679454718e-09,"9","Cct4"
"Arxes21",1.60172010488725e-13,0.270641965310992,0.254,0.115,2.39184863262813e-09,"9","Arxes2"
"Snrpa2",3.67251379607903e-13,0.252397843288066,0.307,0.151,5.48416485168481e-09,"9","Snrpa"
"Ilk",3.80228021299361e-13,0.308906374101807,0.278,0.135,5.67794504206336e-09,"9","Ilk"
"Khdrbs12",4.0162784614566e-13,0.257378632811756,0.257,0.119,5.99750862649313e-09,"9","Khdrbs1"
"Adrm1",4.06470569659972e-13,0.259987854659989,0.328,0.164,6.06982501673237e-09,"9","Adrm1"
"Dync1i22",5.06630076681088e-13,0.300107721280222,0.528,0.317,7.56550693507868e-09,"9","Dync1i2"
"Morf4l21",5.7244657191451e-13,0.313746698102467,0.591,0.377,8.54834465839939e-09,"9","Morf4l2"
"Tmem147",6.43045977288013e-13,0.2644067628911,0.501,0.291,9.6026055788419e-09,"9","Tmem147"
"Snrpb3",7.13530389138129e-13,0.269793114761278,0.525,0.311,1.06551493009997e-08,"9","Snrpb"
"Arf41",7.66633920371393e-13,0.334935404032818,0.454,0.267,1.1448144332906e-08,"9","Arf4"
"Emc101",8.16906566844864e-13,0.310525007173435,0.448,0.258,1.21988657626944e-08,"9","Emc10"
"Dynll22",9.03999210963786e-13,0.757004188080959,0.567,0.417,1.34994202173222e-08,"9","Dynll2"
"Erdr14",1.22364526666297e-12,0.265290433668895,0.29,0.142,1.82726947670781e-08,"9","Erdr1"
"Nxf1",1.65665656447171e-12,0.281131079315427,0.507,0.304,2.47388524772561e-08,"9","Nxf1"
"Eif5b1",1.74741764879723e-12,0.305352259661088,0.433,0.249,2.60941877494891e-08,"9","Eif5b"
"Eef21",2.02150225404588e-12,0.28253913860741,0.818,0.67,3.01870931596672e-08,"9","Eef2"
"Atp5g21",2.09637517177583e-12,0.258095605378825,0.785,0.615,3.13051704401285e-08,"9","Atp5g2"
"Srsf73",3.51617392104652e-12,0.282816801123947,0.364,0.194,5.25070251629877e-08,"9","Srsf7"
"Msmo11",4.03458364921931e-12,0.281477833658751,0.281,0.138,6.0248437633792e-08,"9","Msmo1"
"Tceal8",4.8599266991976e-12,0.278164285824569,0.415,0.233,7.25732853991178e-08,"9","Tceal8"
"Ptov13",7.32774271481810e-12,0.296454638568324,0.63,0.425,1.09425181960379e-07,"9","Ptov1"
"Tbrg11",8.57631919979809e-12,0.254964402209342,0.296,0.15,1.28070174610585e-07,"9","Tbrg1"
"Rgcc2",1.11825735044816e-11,0.346084568410496,0.397,0.225,1.66989370142424e-07,"9","Rgcc"
"Psenen",1.42716209683215e-11,0.261879927372511,0.522,0.316,2.13118115919945e-07,"9","Psenen"
"Hdgf2",1.53353054768879e-11,0.254127712514291,0.385,0.209,2.29002116686367e-07,"9","Hdgf"
"Gm424184",2.1577719036707e-11,0.292712745649037,0.555,0.352,3.22220078375145e-07,"9","Gm42418"
"Ddrgk12",2.49940494055721e-11,0.260113196558966,0.26,0.129,3.73236139773409e-07,"9","Ddrgk1"
"Slc24a54",3.46088496274398e-11,0.324983383920205,0.334,0.184,5.16813951486558e-07,"9","Slc24a5"
"Hdac22",4.76113246379952e-11,0.258406008720227,0.367,0.202,7.10979910819182e-07,"9","Hdac2"
"Eif3i",7.22164046944992e-11,0.250769167282639,0.478,0.285,1.07840757130296e-06,"9","Eif3i"
"Pcbp42",8.7565771072905e-11,0.253945632290163,0.466,0.277,1.30761965943169e-06,"9","Pcbp4"
"Hspa9",1.69505795017419e-10,0.251524031961433,0.287,0.151,2.53123003699512e-06,"9","Hspa9"
"Deb12",2.13528473514827e-10,0.260084227577478,0.448,0.272,3.18862069499691e-06,"9","Deb1"
"Atxn7l3b3",2.54319567756688e-10,0.251801378384764,0.764,0.58,3.79775410531062e-06,"9","Atxn7l3b"
"Sdf41",3.10387269455137e-10,0.273525808451659,0.269,0.142,4.63501309477356e-06,"9","Sdf4"
"Fxyd64",3.65715111392507e-10,0.322543582892367,0.561,0.383,5.4612237584243e-06,"9","Fxyd6"
"Serpine24",6.25549418792817e-10,0.461623765124504,0.612,0.437,9.34132947083314e-06,"9","Serpine2"
"Tsc22d44",7.48949053777287e-10,0.337254919658415,0.472,0.313,1.11840562200562e-05,"9","Tsc22d4"
"Arl6ip18",4.0165233534515e-09,0.25003188497712,0.513,0.326,5.99787432370913e-05,"9","Arl6ip1"
"Fscn13",5.83959702630592e-09,0.267664346642048,0.507,0.334,8.72027023938263e-05,"9","Fscn1"
"Vapa1",5.40338059671863e-08,0.255811424168999,0.588,0.417,0.000806886824507994,"9","Vapa"
"Vtn",0,3.08116460343484,0.718,0.029,0,"10","Vtn"
"Dcn",0,2.75593505707188,0.691,0.006,0,"10","Dcn"
"Igf2",0,2.45194514653391,0.734,0.012,0,"10","Igf2"
"Col1a1",0,2.40259978030848,0.612,0.005,0,"10","Col1a1"
"Col1a2",0,2.3420521194594,0.676,0.01,0,"10","Col1a2"
"Slc6a13",0,2.17895811967232,0.511,0.003,0,"10","Slc6a13"
"Cxcl12",0,2.15935425738192,0.606,0.023,0,"10","Cxcl12"
"Apod1",0,2.05484603471224,0.644,0.022,0,"10","Apod"
"Serpinf1",0,1.95868993627108,0.564,0.016,0,"10","Serpinf1"
"Aebp1",0,1.94035371593461,0.484,0.004,0,"10","Aebp1"
"Nupr1",0,1.83015378898549,0.58,0.022,0,"10","Nupr1"
"Col3a1",0,1.8292584836825,0.495,0.005,0,"10","Col3a1"
"Mfap4",0,1.80295591565331,0.452,0.007,0,"10","Mfap4"
"Slc22a6",0,1.64209521973561,0.436,0.001,0,"10","Slc22a6"
"Pcolce",0,1.62758130576678,0.489,0.008,0,"10","Pcolce"
"Emp3",0,1.52971545768999,0.543,0.02,0,"10","Emp3"
"Vamp5",0,1.48818671273822,0.431,0.017,0,"10","Vamp5"
"Lum",0,1.39232951244498,0.34,0.002,0,"10","Lum"
"Gpc3",0,1.31940802757181,0.42,0.004,0,"10","Gpc3"
"Gjb6",0,1.13695154473219,0.383,0.007,0,"10","Gjb6"
"Islr",0,1.13146533477547,0.394,0.009,0,"10","Islr"
"Gjb2",0,1.10206168519442,0.303,0.002,0,"10","Gjb2"
"Colec12",0,1.10136563988841,0.335,0.009,0,"10","Colec12"
"Tbx18",0,1.06296741796331,0.314,0.003,0,"10","Tbx18"
"Ogn",0,1.02901633516379,0.314,0.002,0,"10","Ogn"
"Itih5",0,0.994221033236667,0.282,0.006,0,"10","Itih5"
"Aldh1a2",0,0.870499230199938,0.298,0.001,0,"10","Aldh1a2"
"Col6a1",0,0.853051633539724,0.303,0.003,0,"10","Col6a1"
"Serping1",0,0.809944541456498,0.282,0.003,0,"10","Serping1"
"Ctsk",0,0.806959896803578,0.271,0.002,0,"10","Ctsk"
"Bmp7",3.44099658089161e-291,0.969098980878247,0.335,0.011,5.13844019424544e-287,"10","Bmp7"
"Col26a1",5.37868807604561e-274,0.8652487703943,0.271,0.008,8.0319949039589e-270,"10","Col26a1"
"Lpar1",6.77932672717849e-263,0.846321484102555,0.277,0.008,1.01235686016956e-258,"10","Lpar1"
"Wnt4",9.22448799068723e-254,1.15284628362443,0.324,0.013,1.37749279164932e-249,"10","Wnt4"
"Pltp1",9.84253319429444e-253,1.80012727710784,0.574,0.044,1.46978548190399e-248,"10","Pltp"
"Cmbl",9.75577034134236e-250,1.12717368509128,0.33,0.013,1.45682918507265e-245,"10","Cmbl"
"Ier3",1.04170890147138e-249,0.964549440499232,0.309,0.011,1.55558390256721e-245,"10","Ier3"
"Foxc1",5.25070115425095e-228,0.717690521893547,0.261,0.009,7.84087203364295e-224,"10","Foxc1"
"Cthrc1",1.82179798527574e-225,1.32511258606612,0.404,0.023,2.72049093141226e-221,"10","Cthrc1"
"Mxra8",1.35241253406974e-223,0.920545126607883,0.309,0.013,2.01955763712634e-219,"10","Mxra8"
"Nid2",1.2292674549812e-222,0.74594660044898,0.266,0.009,1.83566509052343e-218,"10","Nid2"
"Rcn3",3.0670341169863e-216,0.989808712576926,0.356,0.019,4.58000204689565e-212,"10","Rcn3"
"Cdkn1c",3.04194102526049e-206,1.40257433400733,0.431,0.029,4.54253053302148e-202,"10","Cdkn1c"
"C1qtnf2",1.02048414084772e-204,0.830210641305152,0.282,0.012,1.5238889675279e-200,"10","C1qtnf2"
"Zic1",8.98323605361508e-202,1.16525485469764,0.436,0.031,1.34146663988634e-197,"10","Zic1"
"Cpxm1",8.80944486490646e-199,1.00390838469214,0.372,0.022,1.31551440167648e-194,"10","Cpxm1"
"Col18a1",5.58724686287007e-195,0.849496125986969,0.271,0.012,8.34343574032388e-191,"10","Col18a1"
"Itm2a1",4.44176346761738e-194,1.67369866681491,0.681,0.08,6.63288538619304e-190,"10","Itm2a"
"Fkbp7",2.82623194640303e-191,0.756586305669991,0.255,0.01,4.22041216556364e-187,"10","Fkbp7"
"Nbl1",7.33499700625422e-187,1.39823242164194,0.511,0.046,1.09533510294394e-182,"10","Nbl1"
"Clec3b",1.39077417409243e-186,1.51215127460966,0.463,0.038,2.07684307417223e-182,"10","Clec3b"
"Bgn1",1.2689377223812e-182,1.21913554305754,0.399,0.028,1.89490470083184e-178,"10","Bgn"
"Rarres2",3.62383482925818e-180,1.2560241896195,0.319,0.018,5.41147255053124e-176,"10","Rarres2"
"Olfml3",6.05715303387686e-172,0.86279455023343,0.303,0.017,9.04514662548831e-168,"10","Olfml3"
"Nr2f2",2.78164292282535e-169,0.896219471425657,0.378,0.027,4.15382737665509e-165,"10","Nr2f2"
"Wls",3.56657482477254e-168,0.923112013998494,0.346,0.023,5.32596618583283e-164,"10","Wls"
"Fstl1",6.61139014616837e-163,1.05334159739207,0.351,0.024,9.87278890527323e-159,"10","Fstl1"
"Slc41a1",1.10065488049436e-158,0.762115543336643,0.277,0.015,1.64360793304222e-154,"10","Slc41a1"
"Ctsh1",1.49662447191619e-156,1.11771676365319,0.447,0.041,2.23490932391245e-152,"10","Ctsh"
"Slc7a111",5.19809932811422e-155,1.68734979775267,0.378,0.03,7.76232172667297e-151,"10","Slc7a11"
"Isyna11",6.73478571140103e-152,1.23515851459433,0.505,0.055,1.00570555028352e-147,"10","Isyna1"
"S100a112",6.63604995468568e-149,1.58450834984203,0.676,0.105,9.90961339733212e-145,"10","S100a11"
"Tmem64",1.6331559651909e-145,0.707102409697287,0.261,0.015,2.43879180281957e-141,"10","Tmem64"
"Tfpi",1.33784465149172e-143,0.742472196550424,0.266,0.016,1.99780341807258e-139,"10","Tfpi"
"Tmem150a",4.37640119910258e-138,0.906976567843492,0.303,0.021,6.53527991061988e-134,"10","Tmem150a"
"Rbp11",1.66909818868144e-137,1.64547953664393,0.633,0.1,2.492464325158e-133,"10","Rbp1"
"Anxa21",1.86041724909981e-134,1.16388587945275,0.399,0.039,2.77816107808074e-130,"10","Anxa2"
"Pcca",1.98501062908889e-134,0.968812750911806,0.394,0.037,2.96421637241844e-130,"10","Pcca"
"Fcgrt1",4.89262807949559e-134,1.04240804307919,0.42,0.042,7.30616151111077e-130,"10","Fcgrt"
"Serpinh12",8.17285756463193e-133,1.66502563007611,0.633,0.102,1.22045282012649e-128,"10","Serpinh1"
"Phlda1",5.35339315282432e-130,1.24664397298539,0.463,0.053,7.99422199511256e-126,"10","Phlda1"
"Ppic1",4.99265578558366e-127,1.19669083238174,0.447,0.051,7.45553288461208e-123,"10","Ppic"
"Cald11",7.08689788622842e-127,0.848772734930211,0.452,0.05,1.05828646135049e-122,"10","Cald1"
"Lgals11",4.32100381174519e-124,1.76353534684662,0.697,0.134,6.45255499207909e-120,"10","Lgals1"
"Cpq",1.94968011852638e-118,0.856999797459417,0.309,0.026,2.91145732099545e-114,"10","Cpq"
"Gpx81",5.7530272441324e-118,1.06871348902158,0.468,0.059,8.59099558366292e-114,"10","Gpx8"
"Col4a21",9.30967956685908e-118,1.08219462551769,0.346,0.032,1.39021444971907e-113,"10","Col4a2"
"Enpp21",9.46341314456144e-117,1.02246869872208,0.324,0.029,1.41317148487736e-112,"10","Enpp2"
"Col4a11",1.92222600243504e-111,1.11115828447271,0.319,0.029,2.87046008943625e-107,"10","Col4a1"
"Ifi27",3.14476934307e-110,0.889072990304136,0.372,0.04,4.69608406000643e-106,"10","Ifi27"
"Fos",5.84708112037961e-109,1.59550235525746,0.33,0.032,8.73144623706287e-105,"10","Fos"
"Hmgcs21",3.59093839002269e-108,0.837031076160957,0.314,0.029,5.36234829782088e-104,"10","Hmgcs2"
"Copz2",1.32779486952857e-106,0.735927439999203,0.255,0.02,1.98279607866702e-102,"10","Copz2"
"Tcn21",3.35943427374159e-105,0.822799357552427,0.314,0.03,5.01664320097832e-101,"10","Tcn2"
"Arhgap291",3.78616787805746e-101,0.734735165798172,0.277,0.024,5.65388449230321e-97,"10","Arhgap29"
"Itm2c3",6.16456890379737e-98,1.36318484108006,0.574,0.112,9.20555074404061e-94,"10","Itm2c"
"Sparc9",7.00181392040369e-98,1.6592313394824,0.941,0.379,1.04558087273388e-93,"10","Sparc"
"Mfap23",3.10968884884276e-96,1.65526179842917,0.484,0.081,4.64369835797689e-92,"10","Mfap2"
"Anxa51",7.75666975818953e-94,1.00809797529468,0.426,0.06,1.15830349499044e-89,"10","Anxa5"
"Eva1b1",1.85069169301709e-92,1.05829583751783,0.356,0.043,2.76363790518243e-88,"10","Eva1b"
"Plat2",5.14567279625887e-91,0.904798324647556,0.383,0.05,7.68403318665338e-87,"10","Plat"
"Pmp22",1.43024714375671e-90,0.787178778101731,0.319,0.035,2.1357880597719e-86,"10","Pmp22"
"Sdc2",5.56564930031341e-86,0.746275256273213,0.309,0.034,8.31118410015801e-82,"10","Sdc2"
"Ifitm21",1.29875357489825e-84,1.31462917114897,0.606,0.14,1.93942871339555e-80,"10","Ifitm2"
"Mdk3",2.79615981436458e-83,1.32432418023493,0.676,0.176,4.17550545079063e-79,"10","Mdk"
"Igfbp28",3.93621905151963e-83,2.04810928401513,0.809,0.306,5.87795590963426e-79,"10","Igfbp2"
"Igfbp41",7.58023239946785e-83,1.09386467834029,0.441,0.072,1.13195610421253e-78,"10","Igfbp4"
"Ifitm31",2.5149733498806e-81,0.869924144535801,0.356,0.047,3.7556097033767e-77,"10","Ifitm3"
"Cox6b2",1.71352000701851e-77,0.664043753038323,0.266,0.028,2.55879942648074e-73,"10","Cox6b2"
"Efemp2",2.78252317958727e-74,0.637274726712849,0.293,0.035,4.15514186407768e-70,"10","Efemp2"
"Fbln1",8.81262854789329e-72,0.726370318000973,0.271,0.032,1.3159898210569e-67,"10","Fbln1"
"Ramp21",1.95077668642897e-66,0.861509598099687,0.452,0.087,2.91309482584438e-62,"10","Ramp2"
"Vimp2",1.9203634179171e-63,1.08456606224323,0.553,0.141,2.8676786919756e-59,"10","Vimp"
"Ctsl3",5.84183004777144e-62,1.08035003876162,0.622,0.182,8.72360481033708e-58,"10","Ctsl"
"Laptm4a3",1.01057012873344e-61,1.4636125996205,0.782,0.355,1.50908437323765e-57,"10","Laptm4a"
"Angptl41",1.74309084210569e-60,0.59379160616786,0.255,0.033,2.60295755451643e-56,"10","Angptl4"
"Btg2",2.32470551710269e-60,0.805622354963895,0.255,0.033,3.47148274868945e-56,"10","Btg2"
"Ptgds",1.71061812433778e-58,4.88293223115462,0.457,0.11,2.55446604507361e-54,"10","Ptgds"
"Atp1a26",2.33980723080079e-57,1.51331055086177,0.67,0.25,3.49403413775482e-53,"10","Atp1a2"
"Timp31",1.16196397861837e-55,0.644747791432417,0.303,0.048,1.73516080927082e-51,"10","Timp3"
"Gpx7",1.26582660187614e-52,0.744770627052662,0.314,0.054,1.89025886458164e-48,"10","Gpx7"
"Cd302",3.86954173777307e-51,0.668990863600621,0.309,0.053,5.77838667701653e-47,"10","Cd302"
"Ptn7",7.2427033719458e-51,1.3348759525915,0.984,0.938,1.08155289453267e-46,"10","Ptn"
"Cd636",1.79419665350574e-49,1.25277501690228,0.761,0.363,2.67927386268012e-45,"10","Cd63"
"Mmp14",1.93802764817965e-49,0.68457261566025,0.287,0.049,2.89405668702667e-45,"10","Mmp14"
"Gja11",3.92994678895759e-48,1.07714859230486,0.473,0.126,5.86858953995037e-44,"10","Gja1"
"Htra11",1.69976196517104e-47,0.719706258847034,0.356,0.073,2.53825454258991e-43,"10","Htra1"
"Maf2",7.73626871598764e-47,0.584028451061782,0.255,0.041,1.15525700735843e-42,"10","Maf"
"Rcn1",2.96186648155756e-44,0.584272767604409,0.271,0.047,4.42295521690991e-40,"10","Rcn1"
"Cnpy23",9.77838004094423e-44,0.810124722511889,0.489,0.138,1.4602054915142e-39,"10","Cnpy2"
